"Name","State","Notes","User","Tags","Created","Runtime","Sweep","activation","batch_size","batches","cnn_architecture","device","dp","emb_projection","emb_training","final_metric","gamma","gradient_clip","hidden_size","lr","lr_scheduler","model","n_kernel","num_of_params","optimizer","pad_idx","proj_size","random_emb","scheduler","seq_len","use_normalization","vocab_size","_VALID_DICT_FIELDS","_dict_dtype_to_str","_dict_torch_dtype_to_str","_n_gpu","_no_sync_in_gradient_accumulation","_setup_devices","accelerator_config.even_batches","accelerator_config.non_blocking","accelerator_config.split_batches","accelerator_config.use_configured_state","accelerator_config.use_seedable_sampler","adafactor","adam_beta1","adam_beta2","adam_epsilon","auto_find_batch_size","average_tokens_across_devices","batch_eval_metrics","bf16","bf16_full_eval","data_dir","dataloader_drop_last","dataloader_num_workers","dataloader_persistent_workers","dataloader_pin_memory","dataloader_prefetch_factor","ddp_timeout","ddp_timeout_delta","debug","default_optim","disable_tqdm","distributed_state","do_eval","do_predict","do_train","dropout_probs","embedding_dimension","eval_batch_size","eval_dataset_batches","eval_delay","eval_do_concat_batches","eval_on_start","eval_steps","eval_strategy","eval_use_gather_object","fp16","fp16_backend","fp16_full_eval","fp16_opt_level","framework","freeze_embedding_layer","freeze_first_x_layers","fsdp","fsdp_config.min_num_params","fsdp_config.xla","fsdp_config.xla_fsdp_grad_ckpt","fsdp_config.xla_fsdp_v2","fsdp_min_num_params","full_determinism","get_process_log_level","get_warmup_steps","gradient_accumulation_steps","gradient_checkpointing","group_by_length","half_precision_backend","hub_always_push","hub_private_repo","hub_strategy","ignore_data_skip","include_for_metrics","include_inputs_for_metrics","include_num_input_tokens_seen","include_tokens_per_second","is_torch_greater_or_equal_than_2_8","jit_mode_eval","l2_alpha","label_smoothing_factor","labels","learning_rate","length_column_name","load_best_model_at_end","local_process_index","local_rank","log_level","log_level_replica","log_on_each_node","logging_dir","logging_first_step","logging_nan_inf_filter","logging_steps","logging_strategy","lr_scheduler_type","lstm_hidden_dimension","main_process_first","max_grad_norm","max_seq_length","max_steps","model_type","mp_parameters","n_gpu","no_bias","no_cuda","num_lstm_layers","num_train_epochs","optim","output_dir","overwrite_cache","overwrite_output_dir","parallel_mode","past_index","per_device_eval_batch_size","per_device_train_batch_size","place_model_on_device","prediction_loss_only","process_index","project","push_to_hub","random_init","ray_scope","remove_unused_columns","report_to","restore_callback_states_from_checkpoint","run_name","save_on_each_node","save_only_model","save_safetensors","save_steps","save_strategy","seed","set_dataloader","set_evaluate","set_logging","set_lr_scheduler","set_optimizer","set_push_to_hub","set_save","set_testing","set_training","should_log","should_save","skip_memory_metrics","task","to_dict","to_json_string","to_sanitized_dict","torch_compile","tpu_metrics_debug","trackio_space_id","train_batch_size","use_cpu","use_ipex","use_legacy_prediction_loop","use_liger_kernel","use_mps_device","warmup_ratio","warmup_steps","weight_decay","world_size","final_test_acc","final_test_loss","norm","test_acc","test_loss","train_acc","train_loss","epoch","eval_f1.max","eval_loss.min","eval_precision.max","eval_recall.max","test_f1","test_precision","test_recall","training_f1.max","training_loss.min","training_precision.max","training_recall.max"
"wild-dawn-4805","finished","-","","cv03","2025-10-28T05:47:29.000Z","918","","tanh","128","5000","A","cuda:0","","false","true","","","0.5","500","0.000001","","cnn","64","34833471","","","100","false","","100","","20000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4472890285154183","1.0659675026933353","2.683539628982544","0.4410321328991143","1.0683603369912436","0.38655462861061096","1.0766342878341677","","","","","","","","","","","",""
"smart-monkey-4804","finished","-","","cv03","2025-10-28T05:47:27.000Z","1090","","tanh","128","5000","B","cuda:0","","false","true","","","0.5","970","0.000001","","cnn","64","52809815","","","100","false","","100","","20000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.460784313786361","1.0558371452821629","1.942206859588623","0.4755485746287561","1.0548329057619554","0.5126050710678101","1.063379168510437","","","","","","","","","","","",""
"devout-valley-4803","finished","-","","cv03","2025-10-28T05:47:26.000Z","3292","","tanh","128","5000","C","cuda:0","","false","true","","","0.5","35020","0.000001","","cnn","64","1357720415","","","100","false","","100","","20000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4928704558147324","1.026808641023106","2.0235421657562256","0.5088537755862687","1.0206688194311866","0.5210084319114685","1.0026869773864746","","","","","","","","","","","",""
"rich-gorge-4802","finished","-","","cv03","2025-10-28T05:44:36.000Z","333","","tanh","128","5000","C","cuda:0","","true","true","","","0.5","35020","0.000001","","cnn","64","12952415","","","100","false","","100","","20000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.39570142328739166","1.0888359149297078","0.3015705645084381","0.4006431294504062","1.0888724853826124","0.4789916276931762","1.0727524757385254","","","","","","","","","","","",""
"flowing-galaxy-4801","finished","-","","cv03","2025-10-28T05:41:47.000Z","705","","tanh","128","5000","B","cuda:0","","true","true","","","0.5","970","0.000001","","cnn","64","15561815","","","100","false","","100","","20000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4120285270942582","1.083503567510181","0.3396981358528137","0.4154886376950168","1.0823483790538109","0.436974823474884","1.0730671882629397","","","","","","","","","","","",""
"avid-silence-4800","finished","-","","cv03","2025-10-28T05:39:09.000Z","311","","tanh","128","5000","C","cuda:0","","true","false","","","0.5","35020","0.000001","","cnn","64","12952415","","","100","true","","100","","20000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3959694993164804","1.0909847170114515","0.4717663526535034","0.4064121498155964","1.0913602289303328","0.3949579894542694","1.0899627208709717","","","","","","","","","","","",""
"decent-dawn-4799","finished","-","","cv03","2025-10-28T05:39:09.000Z","2931","","tanh","128","5000","C","cuda:0","","false","false","","","0.5","35020","0.000001","","cnn","64","1357720415","","","100","true","","100","","20000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4931427869531843","1.0301099096735318","3.97982406616211","0.5036298135916392","1.0224573658418286","0.4537815451622009","1.0285831689834597","","","","","","","","","","","",""
"zesty-water-4798","finished","-","","cv03","2025-10-28T05:39:04.000Z","879","","tanh","128","5000","B","cuda:0","","false","false","","","0.5","970","0.000001","","cnn","64","52809815","","","100","true","","100","","20000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4663926338156064","1.0561746441655688","1.8362268209457395","0.4654757438241973","1.0575266096943108","0.5210084319114685","1.0407629013061523","","","","","","","","","","","",""
"rose-butterfly-4797","finished","-","","cv03","2025-10-28T05:39:03.000Z","864","","tanh","128","5000","A","cuda:0","","false","false","","","0.5","500","0.000001","","cnn","64","34833471","","","100","true","","100","","20000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.442408343984021","1.0665616525544062","2.219709873199463","0.43225259420483614","1.0708692720694135","0.3613445460796356","1.075577735900879","","","","","","","","","","","",""
"woven-jazz-4796","finished","-","","cv03","2025-10-28T05:39:02.000Z","436","","tanh","128","5000","A","cuda:0","","true","true","","","0.5","500","0.000001","","cnn","64","15633471","","","100","false","","100","","20000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4189112712111738","1.0790457990434434","0.7763160467147827","0.4161548198655594","1.0805049792740695","0.4117647409439087","1.0856871604919434","","","","","","","","","","","",""
"dazzling-serenity-4795","finished","-","","cv03","2025-10-28T05:36:25.000Z","334","","tanh","128","5000","C","cuda:0","","true","true","","","0.5","35020","0.000001","","cnn","64","12952415","","","100","true","","100","","20000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3994970387882657","1.0887387245893478","0.392606645822525","0.4110187703324843","1.089301953020022","0.3613445460796356","1.098749041557312","","","","","","","","","","","",""
"radiant-hill-4793","finished","-","","cv03","2025-10-28T05:36:22.000Z","706","","tanh","128","5000","B","cuda:0","","true","true","","","0.5","970","0.000001","","cnn","64","15561815","","","100","true","","100","","20000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4219579762882657","1.082016219695409","0.31297045946121216","0.4084224178809528","1.0823798299759857","0.4117647409439087","1.0905638933181765","","","","","","","","","","","",""
"vivid-grass-4794","finished","-","","cv03","2025-10-28T05:36:22.000Z","1085","","tanh","128","5000","B","cuda:0","","false","true","","","0.5","970","0.000001","","cnn","64","52809815","","","100","true","","100","","20000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4591822408967548","1.0569702080554433","1.3076735734939575","0.4727314641309339","1.0564232759697492","0.4957983493804931","1.053926706314087","","","","","","","","","","","",""
"resilient-dew-4791","finished","-","","cv03","2025-10-28T05:36:20.000Z","451","","tanh","128","5000","A","cuda:0","","true","true","","","0.5","500","0.000001","","cnn","64","15633471","","","100","true","","100","","20000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4183176743487517","1.077833053138521","0.5910446643829346","0.4130212239516798","1.0790678780208265","0.3949579894542694","1.0927174091339111","","","","","","","","","","","",""
"snowy-leaf-4790","finished","-","","cv03","2025-10-28T05:36:20.000Z","3275","","tanh","128","5000","C","cuda:0","","false","true","","","0.5","35020","0.000001","","cnn","64","1357720415","","","100","true","","100","","20000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4819516783787144","1.031112904349963","1.5093867778778076","0.4775236775708753","1.033993937710459","0.4957983493804931","1.0311914682388306","","","","","","","","","","","",""
"pious-blaze-4791","finished","-","","cv03","2025-10-28T05:36:20.000Z","903","","tanh","128","5000","A","cuda:0","","false","true","","","0.5","500","0.000001","","cnn","64","34833471","","","100","true","","100","","20000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4471762664616108","1.0671626494990454","1.8673614263534544","0.4426887971024181","1.0681367077568704","0.42016810178756714","1.0541162490844729","","","","","","","","","","","",""
"summer-brook-4789","finished","-","","cv03","2025-10-28T05:36:19.000Z","207","","relu","128","5000","C","cuda:0","","false","false","","","0.5","","0.000001","","mean","64","6031003","","","100","false","","100","","20000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3436414930555556","1.0956091003285513","0.042089611291885376","0.3332415135331856","1.0958736515784449","0.38655462861061096","1.0931843519210815","","","","","","","","","","","",""
"revived-salad-4787","finished","-","","cv03","2025-10-28T05:36:14.000Z","671","","tanh","128","5000","B","cuda:0","","true","false","","","0.5","970","0.000001","","cnn","64","15561815","","","100","true","","100","","20000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4262876158787144","1.0815721071428723","0.4558249711990357","0.41793846899224807","1.0839398480200952","0.36974790692329407","1.0848907232284546","","","","","","","","","","","",""
"earthy-bee-4788","finished","-","","cv03","2025-10-28T05:36:14.000Z","420","","tanh","128","5000","A","cuda:0","","true","false","","","0.5","500","0.000001","","cnn","64","15633471","","","100","true","","100","","20000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.41973252014981377","1.0791537745131388","0.9175248146057128","0.41362684410671857","1.0824178586634554","0.4117647409439087","1.0688399076461792","","","","","","","","","","","",""
"daily-frog-4785","finished","-","","cv03","2025-10-28T05:33:32.000Z","197","","relu","128","5000","C","cuda:0","","false","true","","","0.5","","0.000001","","mean","64","6031003","","","100","false","","100","","20000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3504753038287163","1.0956917537583246","0.04098087176680565","0.34477564692497253","1.0958774237669715","0.4117647409439087","1.1028838157653809","","","","","","","","","","","",""
"celestial-deluge-4784","finished","-","","cv03","2025-10-28T05:33:31.000Z","193","","relu","128","5000","A","cuda:0","","true","false","","","0.5","","0.000001","","mean","64","6031003","","","100","false","","100","","20000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.36392803655730355","1.0956975221633911","0.06268931925296783","0.36389761493187545","1.095490579457246","0.38655462861061096","1.0932177305221558","","","","","","","","","","","",""
"absurd-morning-4783","finished","-","","cv03","2025-10-28T05:33:29.000Z","185","","relu","128","5000","B","cuda:0","","true","false","","","0.5","","0.000001","","mean","64","6031003","","","100","false","","100","","20000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3428330099624064","1.0955999394257865","0.046604957431554794","0.34084888391716534","1.0955192516016403","0.27731093764305115","1.099774956703186","","","","","","","","","","","",""
"stilted-wave-4781","finished","-","","cv03","2025-10-28T05:33:27.000Z","183","","relu","128","5000","A","cuda:0","","false","false","","","0.5","","0.000001","","mean","64","6031003","","","100","false","","100","","20000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3436414930555556","1.0960817899968889","0.0270070917904377","0.33324932774832083","1.0964413982953212","0.3613445460796356","1.092579007148743","","","","","","","","","","","",""
"sandy-resonance-4780","finished","-","","cv03","2025-10-28T05:30:38.000Z","211","","relu","128","5000","B","cuda:0","","true","true","","","0.5","","0.000001","","mean","64","6031003","","","100","false","","100","","20000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.385671977367666","1.095105583469073","0.03811860829591751","0.38356073373971983","1.0950371710829032","0.3781512677669525","1.0945264101028442","","","","","","","","","","","",""
"laced-universe-4778","finished","-","","cv03","2025-10-28T05:30:36.000Z","210","","relu","128","5000","A","cuda:0","","true","true","","","0.5","","0.000001","","mean","64","6031003","","","100","false","","100","","20000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3721192470855183","1.095226397116979","0.041080232709646225","0.3635752686234407","1.0949331355649372","0.32773110270500183","1.0959503650665283","","","","","","","","","","","",""
"royal-lion-4777","finished","-","","cv03","2025-10-28T05:30:35.000Z","218","","relu","128","5000","C","cuda:0","","true","true","","","0.5","","0.000001","","mean","64","6031003","","","100","false","","100","","20000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3519965277777778","1.095597666170862","0.031388793140649796","0.3474052104839059","1.0955604388732318","0.40336138010025024","1.0927990674972534","","","","","","","","","","","",""
"confused-salad-4776","finished","-","","cv03","2025-10-28T05:30:33.000Z","206","","relu","128","5000","C","cuda:0","","false","false","","","0.5","","0.000001","","mean","64","6031003","","","100","true","","100","","20000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3436414930555556","1.095779170592626","0.05166756734251976","0.3401221397311188","1.095827816068664","0.3949579894542694","1.0861616134643557","","","","","","","","","","","",""
"stellar-lion-4775","finished","-","","cv03","2025-10-28T05:30:29.000Z","182","","relu","128","5000","B","cuda:0","","false","true","","","0.5","","0.000001","","mean","64","6031003","","","100","false","","100","","20000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3741234342257182","1.0955339554283354","0.05766453966498375","0.3732730057812476","1.0952710985213288","0.27731093764305115","1.1020469665527344","","","","","","","","","","","",""
"sandy-music-4773","finished","-","","cv03","2025-10-28T05:27:57.000Z","195","","relu","128","5000","B","cuda:0","","true","false","","","0.5","","0.000001","","mean","64","6031003","","","100","true","","100","","20000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3436414930555556","1.0961307105090885","0.030607761815190315","0.34297636913698776","1.0954936308454173","0.31092438101768494","1.095956802368164","","","","","","","","","","","",""
"copper-bush-4772","finished","-","","cv03","2025-10-28T05:27:51.000Z","191","","relu","128","5000","C","cuda:0","","true","false","","","0.5","","0.000001","","mean","64","6031003","","","100","true","","100","","20000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.35614532315068775","1.09531912042035","0.028485773131251335","0.3548699672832045","1.0951009027717649","0.3613445460796356","1.090874433517456","","","","","","","","","","","",""
"sparkling-vortex-4771","finished","-","","cv03","2025-10-28T05:27:51.000Z","185","","relu","128","5000","A","cuda:0","","false","false","","","0.5","","0.000001","","mean","64","6031003","","","100","true","","100","","20000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3436414930555556","1.095682207081053","0.04608885571360588","0.3340210050575493","1.095780149910801","0.27731093764305115","1.0992213487625122","","","","","","","","","","","",""
"hardy-music-4770","finished","-","","cv03","2025-10-28T05:25:06.000Z","208","","relu","128","5000","C","cuda:0","","false","true","","","0.5","","0.000001","","mean","64","6031003","","","100","true","","100","","20000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3713873570991887","1.094927231470744","0.036515720188617706","0.37002610005149544","1.0949269024900687","0.4285714626312256","1.089389443397522","","","","","","","","","","","",""
"woven-waterfall-4769","finished","-","","cv03","2025-10-28T05:25:04.000Z","220","","relu","128","5000","B","cuda:0","","false","true","","","0.5","","0.000001","","mean","64","6031003","","","100","true","","100","","20000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3436414930555556","1.095544500483407","0.07673507928848267","0.34142129273377647","1.0957387103590854","0.4621849060058594","1.0817413330078125","","","","","","","","","","","",""
"eternal-waterfall-4768","finished","-","","cv03","2025-10-28T05:24:59.000Z","177","","relu","128","5000","A","cuda:0","","true","false","","","0.5","","0.000001","","mean","64","6031003","","","100","true","","100","","20000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.376551011370288","1.0953683704137802","0.01432093046605587","0.36219015694403833","1.0958376069401583","0.2352941334247589","1.0972555875778198","","","","","","","","","","","",""
"revived-wave-4767","finished","-","","cv03","2025-10-28T05:22:14.000Z","194","","relu","128","5000","A","cuda:0","","false","true","","","0.5","","0.000001","","mean","64","6031003","","","100","true","","100","","20000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3927738633420732","1.0943933377663295","0.027128521353006363","0.3921644472798636","1.0942744626555332","0.3949579894542694","1.0963611602783203","","","","","","","","","","","",""
"solar-sun-4765","finished","-","","cv03","2025-10-28T05:21:51.000Z","197","","relu","128","5000","B","cuda:0","","true","true","","","0.5","","0.000001","","mean","64","6031003","","","100","true","","100","","20000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3436414930555556","1.0958685825268428","0.02272278070449829","0.33742810681808827","1.095855760943982","0.3445378243923187","1.094844102859497","","","","","","","","","","","",""
"cosmic-waterfall-4766","finished","-","","cv03","2025-10-28T05:21:51.000Z","205","","relu","128","5000","A","cuda:0","","true","true","","","0.5","","0.000001","","mean","64","6031003","","","100","true","","100","","20000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3803891783787144","1.0949111862315073","0.04744039848446846","0.3795792696087859","1.0948971112569172","0.3949579894542694","1.0928566455841064","","","","","","","","","","","",""
